Date,Close
3/2/2015 16:00,48.15
3/3/2015 16:00,47.71
3/4/2015 16:00,47.57
3/5/2015 16:00,47.35
3/6/2015 16:00,46.75
3/9/2015 16:00,47.59
3/10/2015 16:00,45.84
3/11/2015 16:00,46.27
3/12/2015 16:00,47.07
3/13/2015 16:00,46.66
3/16/2015 16:00,46.43
3/17/2015 16:00,46.93
3/18/2015 16:00,47.2
3/19/2015 16:00,47.93
3/20/2015 16:00,48.44
3/23/2015 16:00,48.46
3/24/2015 16:00,51.47
3/25/2015 16:00,49.5
3/26/2015 16:00,49.92
3/27/2015 16:00,50.01
3/30/2015 16:00,49.89
3/31/2015 16:00,50.08
4/1/2015 16:00,50.47
4/2/2015 16:00,50.42
4/6/2015 16:00,50.84
4/7/2015 16:00,52.87
4/8/2015 16:00,52.3
4/9/2015 16:00,52.17
4/10/2015 16:00,51.94
4/13/2015 16:00,51.62
4/14/2015 16:00,51.2
4/15/2015 16:00,51.3
4/16/2015 16:00,52.03
4/17/2015 16:00,50.66
4/20/2015 16:00,51.4
4/21/2015 16:00,51.32
4/22/2015 16:00,51.73
4/23/2015 16:00,51.41
4/24/2015 16:00,50.82
4/27/2015 16:00,51.66
4/28/2015 16:00,42.27
4/29/2015 16:00,38.49
4/30/2015 16:00,38.96
5/1/2015 16:00,37.84
5/4/2015 16:00,37.88
5/5/2015 16:00,37.42
5/6/2015 16:00,37.26
5/7/2015 16:00,37.71
5/8/2015 16:00,37.59
5/11/2015 16:00,37.31
5/12/2015 16:00,37.48
5/13/2015 16:00,37.72
5/14/2015 16:00,37.33
5/15/2015 16:00,37.1
5/18/2015 16:00,37.28
5/19/2015 16:00,37.5
5/20/2015 16:00,36.78
5/21/2015 16:00,36.68
5/22/2015 16:00,36.6
5/26/2015 16:00,36.51
5/27/2015 16:00,36.41
5/28/2015 16:00,36.83
5/29/2015 16:00,36.67
6/1/2015 16:00,36.63
6/2/2015 16:00,36.4
6/3/2015 16:00,37
6/4/2015 16:00,36.71
6/5/2015 16:00,37
6/8/2015 16:00,36.46
6/9/2015 16:00,35.88
6/10/2015 16:00,35.85
6/11/2015 16:00,35.84
6/12/2015 16:00,35.9
6/15/2015 16:00,34.67
6/16/2015 16:00,34.82
6/17/2015 16:00,34.69
6/18/2015 16:00,34.66
6/19/2015 16:00,35.86
6/22/2015 16:00,35.55
6/23/2015 16:00,35.37
6/24/2015 16:00,35.17
6/25/2015 16:00,35.17
6/26/2015 16:00,35.26
6/29/2015 16:00,34.21
6/30/2015 16:00,36.22
7/1/2015 16:00,35.4
7/2/2015 16:00,35.72
7/6/2015 16:00,35.43
7/7/2015 16:00,35.52
7/8/2015 16:00,34.76
7/9/2015 16:00,34.36
7/10/2015 16:00,34.91
7/13/2015 16:00,35.78
7/14/2015 16:00,36.72
7/15/2015 16:00,35.66
7/16/2015 16:00,36.1
7/17/2015 16:00,35.67
7/20/2015 16:00,35.81
7/21/2015 16:00,36.63
7/22/2015 16:00,36.09
7/23/2015 16:00,36.19
7/24/2015 16:00,35.42
7/27/2015 16:00,34.7
7/28/2015 16:00,36.54
7/29/2015 16:00,31.24
7/30/2015 16:00,31.47
7/31/2015 16:00,31.01
8/3/2015 16:00,29.27
8/4/2015 16:00,29.34
8/5/2015 16:00,28.48
8/6/2015 16:00,27.54
8/7/2015 16:00,27.04
8/10/2015 16:00,29.5
8/11/2015 16:00,29.62
8/12/2015 16:00,29.39
8/13/2015 16:00,28.54
8/14/2015 16:00,29.06
8/17/2015 16:00,29.06
8/18/2015 16:00,28.3
8/19/2015 16:00,27.61
8/20/2015 16:00,26
8/21/2015 16:00,25.87
8/24/2015 16:00,25.17
8/25/2015 16:00,24.38
8/26/2015 16:00,25.03
8/27/2015 16:00,26.46
8/28/2015 16:00,26.83
8/31/2015 16:00,27.79
9/1/2015 16:00,27.03
9/2/2015 16:00,27.82
9/3/2015 16:00,28.3
9/4/2015 16:00,28.15
9/8/2015 16:00,27.18
9/9/2015 16:00,27.18
9/10/2015 16:00,27.71
9/11/2015 16:00,27.39
9/14/2015 16:00,26.9
9/15/2015 16:00,27.17
9/16/2015 16:00,27.75
9/17/2015 16:00,27.41
9/18/2015 16:00,27.96
9/21/2015 16:00,27.38
9/22/2015 16:00,26.83
9/23/2015 16:00,26.79
9/24/2015 16:00,26.6
9/25/2015 16:00,25.29
9/28/2015 16:00,25.26
9/29/2015 16:00,25.59
9/30/2015 16:00,26.94
10/1/2015 16:00,24.68
10/2/2015 16:00,26.31
10/5/2015 16:00,28.15
10/6/2015 16:00,27.62
10/7/2015 16:00,29.83
10/8/2015 16:00,30.32
10/9/2015 16:00,30.85
10/12/2015 16:00,28.75
10/13/2015 16:00,29.06
10/14/2015 16:00,29.38
10/15/2015 16:00,29.71
10/16/2015 16:00,31.15
10/19/2015 16:00,30.91
10/20/2015 16:00,30.91
10/21/2015 16:00,29.3
10/22/2015 16:00,29.15
10/23/2015 16:00,30.28
10/26/2015 16:00,30.89
10/27/2015 16:00,31.34
10/28/2015 16:00,30.87
10/29/2015 16:00,29.06
10/30/2015 16:00,28.46
11/2/2015 16:00,29.2
11/3/2015 16:00,29.13
11/4/2015 16:00,29.36
11/5/2015 16:00,28.66
11/6/2015 16:00,28.28
11/9/2015 16:00,27.09
11/10/2015 16:00,27.05
11/11/2015 16:00,26.5
11/12/2015 16:00,26.13
11/13/2015 16:00,25.18
11/16/2015 16:00,25.41
11/17/2015 16:00,25.23
11/18/2015 16:00,25.9
11/19/2015 16:00,26.32
11/20/2015 16:00,26.27
11/23/2015 16:00,25.2
11/24/2015 16:00,25.52
11/25/2015 16:00,26.06
11/27/2015 16:00,25.75
11/30/2015 16:00,25.4
12/1/2015 16:00,25.53
12/2/2015 16:00,25.4
12/3/2015 16:00,25.9
12/4/2015 16:00,25.02
12/7/2015 16:00,24.46
12/8/2015 16:00,24.99
12/9/2015 16:00,24.31
12/10/2015 16:00,25.91
12/11/2015 16:00,24.84
12/14/2015 16:00,24.92
12/15/2015 16:00,23.95
12/16/2015 16:00,24.3
12/17/2015 16:00,23.31
12/18/2015 16:00,22.99
12/21/2015 16:00,22.14
12/22/2015 16:00,22.56
12/23/2015 16:00,22.67
12/24/2015 16:00,22.97
12/28/2015 16:00,22.53
12/29/2015 16:00,22.47
12/30/2015 16:00,22.23
12/31/2015 16:00,23.14
1/4/2016 16:00,22.56
1/5/2016 16:00,21.92
1/6/2016 16:00,21.39
1/7/2016 16:00,20.26
1/8/2016 16:00,19.98
1/11/2016 16:00,19.65
