Date,Close
3/2/2015 16:00,146.56
3/3/2015 16:00,147.92
3/4/2015 16:00,152.08
3/5/2015 16:00,149.68
3/6/2015 16:00,145.92
3/9/2015 16:00,146.8
3/10/2015 16:00,143.28
3/11/2015 16:00,142.16
3/12/2015 16:00,139.52
3/13/2015 16:00,134.4
3/16/2015 16:00,130.8
3/17/2015 16:00,127.68
3/18/2015 16:00,134.08
3/19/2015 16:00,128.64
3/20/2015 16:00,131.44
3/23/2015 16:00,134.24
3/24/2015 16:00,134.32
3/25/2015 16:00,138.88
3/26/2015 16:00,145.68
3/27/2015 16:00,137.12
3/30/2015 16:00,137.84
3/31/2015 16:00,134.72
4/1/2015 16:00,140.64
4/2/2015 16:00,140.48
4/6/2015 16:00,147.44
4/7/2015 16:00,152.48
4/8/2015 16:00,144.56
4/9/2015 16:00,144.24
4/10/2015 16:00,147.28
4/13/2015 16:00,148
4/14/2015 16:00,150.56
4/15/2015 16:00,157.68
4/16/2015 16:00,159.52
4/17/2015 16:00,158.72
4/20/2015 16:00,159.12
4/21/2015 16:00,155.6
4/22/2015 16:00,154.88
4/23/2015 16:00,158.08
4/24/2015 16:00,157.36
4/27/2015 16:00,156.16
4/28/2015 16:00,156.8
4/29/2015 16:00,160.96
4/30/2015 16:00,164.08
5/1/2015 16:00,163.2
5/4/2015 16:00,162.24
5/5/2015 16:00,166.08
5/6/2015 16:00,166.56
5/7/2015 16:00,161.6
5/8/2015 16:00,163.36
5/11/2015 16:00,163.04
5/12/2015 16:00,165.92
5/13/2015 16:00,164.88
5/14/2015 16:00,164.24
5/15/2015 16:00,164.16
5/18/2015 16:00,163.52
5/19/2015 16:00,157.04
5/20/2015 16:00,158.72
5/21/2015 16:00,164
5/22/2015 16:00,162
5/26/2015 16:00,157.52
5/27/2015 16:00,155.84
5/28/2015 16:00,156.48
5/29/2015 16:00,162.48
6/1/2015 16:00,162.88
6/2/2015 16:00,165.44
6/3/2015 16:00,161.36
6/4/2015 16:00,157.28
6/5/2015 16:00,159.2
6/8/2015 16:00,157.68
6/9/2015 16:00,161.68
6/10/2015 16:00,165.12
6/11/2015 16:00,163.92
6/12/2015 16:00,162.16
6/15/2015 16:00,161.2
6/16/2015 16:00,162.08
6/17/2015 16:00,161.68
6/18/2015 16:00,162.88
6/19/2015 16:00,160.16
6/22/2015 16:00,161.28
6/23/2015 16:00,163.76
6/24/2015 16:00,161.68
6/25/2015 16:00,159.84
6/26/2015 16:00,159.84
6/29/2015 16:00,156.08
6/30/2015 16:00,159.04
7/1/2015 16:00,152.8
7/2/2015 16:00,151.44
7/6/2015 16:00,141.84
7/7/2015 16:00,142.08
7/8/2015 16:00,139.04
7/9/2015 16:00,141.68
7/10/2015 16:00,141.36
7/13/2015 16:00,140.08
7/14/2015 16:00,141.76
7/15/2015 16:00,137.84
7/16/2015 16:00,136.4
7/17/2015 16:00,135.92
7/20/2015 16:00,133.52
7/21/2015 16:00,135.28
7/22/2015 16:00,130.72
7/23/2015 16:00,129.12
7/24/2015 16:00,128.24
7/27/2015 16:00,125.2
7/28/2015 16:00,126.8
7/29/2015 16:00,129.92
7/30/2015 16:00,128.8
7/31/2015 16:00,124.72
8/3/2015 16:00,120.8
8/4/2015 16:00,121.76
8/5/2015 16:00,120.24
8/6/2015 16:00,118.96
8/7/2015 16:00,116.48
8/10/2015 16:00,119.12
8/11/2015 16:00,115.92
8/12/2015 16:00,115.52
8/13/2015 16:00,112.72
8/14/2015 16:00,111.92
8/17/2015 16:00,111.12
8/18/2015 16:00,112.4
8/19/2015 16:00,107.44
8/20/2015 16:00,106.96
8/21/2015 16:00,105.84
8/24/2015 16:00,99.92
8/25/2015 16:00,101.84
8/26/2015 16:00,102.16
8/27/2015 16:00,111.6
8/28/2015 16:00,119.04
8/31/2015 16:00,127.12
9/1/2015 16:00,118.48
9/2/2015 16:00,120.72
9/3/2015 16:00,122.72
9/4/2015 16:00,120.64
9/8/2015 16:00,120.16
9/9/2015 16:00,116.08
9/10/2015 16:00,119.44
9/11/2015 16:00,117.2
9/14/2015 16:00,115.12
9/15/2015 16:00,116.56
9/16/2015 16:00,122.88
9/17/2015 16:00,121.84
9/18/2015 16:00,116.96
9/21/2015 16:00,120.4
9/22/2015 16:00,119.36
9/23/2015 16:00,115.52
9/24/2015 16:00,116.72
9/25/2015 16:00,117.76
9/28/2015 16:00,115.04
9/29/2015 16:00,116.88
9/30/2015 16:00,117.44
10/1/2015 16:00,116.64
10/2/2015 16:00,118.16
10/5/2015 16:00,120
10/6/2015 16:00,125.92
10/7/2015 16:00,124.56
10/8/2015 16:00,128.32
10/9/2015 16:00,127.92
10/12/2015 16:00,122.48
10/13/2015 16:00,120.48
10/14/2015 16:00,120.4
10/15/2015 16:00,121.04
10/16/2015 16:00,121.76
10/19/2015 16:00,118.64
10/20/2015 16:00,117.84
10/21/2015 16:00,115.44
10/22/2015 16:00,116.08
10/23/2015 16:00,114.16
10/26/2015 16:00,112.08
10/27/2015 16:00,110.56
10/28/2015 16:00,117.52
10/29/2015 16:00,117.04
10/30/2015 16:00,118.48
11/2/2015 16:00,118
11/3/2015 16:00,122.24
11/4/2015 16:00,118.8
11/5/2015 16:00,115.84
11/6/2015 16:00,113.84
11/9/2015 16:00,112.64
11/10/2015 16:00,112.72
